Nom,person,Notes,"Date ",Heure Australie,Réseau,URL,Créée par,Date de création,Dernière modification,Dernière modification par
"Brother, Twitter cannot see our private messages. There is nothing to be worried about. Also, we have each other's emails addresses.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 1:12 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:22 PM","September 12, 2023 10:42 AM",Mona
Our direct messages to each other are private. Nobody can see our private messages. We just can't tweet about this publicly.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 1:13 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:22 PM","September 12, 2023 10:42 AM",Mona
"i have been doing some researching about tor. maybe I should start using that. does that just hide the
ip address for your internet??",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 1:14 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:22 PM","September 12, 2023 10:42 AM",Mona
is that all you’re using brother?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 1:15 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:23 PM","September 12, 2023 10:42 AM",Mona
im only worried because i keep hearing that twitter isnt the safest place to chat,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 1:16 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:23 PM","September 12, 2023 10:42 AM",Mona
i understand what you said though brother,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 1:17 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:23 PM","September 12, 2023 10:42 AM",Mona
"also brother, i have been working  a video to upload to youtube when we do the attacks. i'II hopefully have
something to show you soon.",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 1:18 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:23 PM","September 12, 2023 10:42 AM",Mona
"I think we are safe. ASIO has no idea we're going to attack soon, and neither does anyone else. We attack this Saturday, right?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 1:19 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:23 PM","September 12, 2023 10:42 AM",Mona
"You will have the gun by Saturday, right, brother? Because I really think we need to attack this Saturday, July 3rd.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 10:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:24 PM","September 12, 2023 10:42 AM",Mona
"ok brother, well in that case i might start using tor to hide my ip address, just incase, do you think so??",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 10:05 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:24 PM","September 12, 2023 10:42 AM",Mona
brother i want to commit to this saturday but i do not think im ready yet. i still havent got the gun and im not much use without it.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 10:10 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:24 PM","September 12, 2023 10:42 AM",Mona
the seller is taking ages to respond! i will call him today and get out there asap to buy it,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 10:15 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:24 PM","September 12, 2023 10:42 AM",Mona
another brother that i am speaking to on surespot suggested that i do the attack with someone else in melbourne. what do you think?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 10:20 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:24 PM","September 12, 2023 10:42 AM",Mona
"Yes, brother, all mujahideen should use Tor to stay anonymous.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 10:30 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:25 PM","September 12, 2023 10:42 AM",Mona
"I really want to attack this Saturday, brother. I have the whole thing planned out. Please try to get the gun ASAP.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 1, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:25 PM","September 12, 2023 10:42 AM",Mona
Do you know anyone else in Melbourne who couId attack with you? I still want to attack in Perth on the same day you attack in Melbourne.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 1, 2015 12:30 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:25 PM","September 13, 2023 10:45 AM",Mona
yes brother I have been talking with other mujahedeen on sure spot and they have put me in contact with brothers in melbourne,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 1, 2015 2:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:25 PM","September 13, 2023 10:44 AM",Mona
"some of these brothers have been talking about the “Book of Terror"". do you have access to this book?
i cannot find it anywhere on the net.",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 1, 2015 2:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:26 PM","September 13, 2023 10:44 AM",Mona
"I don't know what that is, brother. I have never even heard of it. l'm sorry.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 1, 2015 2:30 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:26 PM","September 13, 2023 10:44 AM",Mona
"Do you have the gun, brother?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 1, 2015 9:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:26 PM","September 13, 2023 10:45 AM",Mona
"I would really like to carry out the attacks this Saturday, when the Jews are having their Shabbat services.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 2, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:26 PM","September 13, 2023 10:46 AM",Mona
"I got an iPad and downloaded Surespot, brother. My username is AusWitness. Is your username mohamadmo7?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 2, 2015 2:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:27 PM","September 13, 2023 10:46 AM",Mona
"Brother, it is almost Saturday. Do you have the gun?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 2, 2015 11:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:27 PM","September 12, 2023 10:42 AM",Mona
"Brother, are you okay? I have not heard from you in days.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 3, 2015",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:27 PM","September 12, 2023 10:42 AM",Mona
"Okay, I am really getting worried about you. Are you still there? Please respond to me to let me now you're okay.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 4, 2015 11:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:27 PM","September 12, 2023 10:42 AM",Mona
hello brother.  yes i am ok. lm very sorry about the delay. i just havent been online to be honest. sorry that we could not do saturday.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 6, 2015 2:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:28 PM","September 12, 2023 10:42 AM",Mona
"i have been out at the farm during the weekend with the selelr. and good news, i now have the gun!!",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 6, 2015 2:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:29 PM","September 12, 2023 10:42 AM",Mona
good news about surespot! much better and safer place to talk i think.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 6, 2015 2:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:29 PM","September 12, 2023 10:42 AM",Mona
did u want to chat on there instead?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 6, 2015 2:05 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:29 PM","September 12, 2023 10:42 AM",Mona
"and yes sorry brother, my username on surespot is the same",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 6, 2015 2:05 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:30 PM","September 12, 2023 10:42 AM",Mona
"I am so glad to hear you got the gun, brother! I sent you some messages on Surespot. Please respond ASAP.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 7, 2015 6:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:30 PM","September 13, 2023 10:53 AM",Mona
Brother. have you been getting my messages on Surespot? I have not heard from you in days.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 10, 2015 10:00 PM",,TWITTER,,Mona,"September 11, 2023 4:30 PM","September 13, 2023 12:25 PM",Mona
"Brother, it has been a WEEK since l've heard from you. Why are you not online or on Surespot? Have you been captured by the kuffar?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 12, 2015 9:53 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:30 PM","September 13, 2023 10:57 AM",Mona
"Do you stiII check your Twitter, akhi?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 13, 2015 12:30 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:31 PM","September 12, 2023 10:42 AM",Mona
Salam akhi. I check it but i am trying not to use it because its riddled with kuffar. Ma salamah.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 13, 2015 11:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:31 PM","September 12, 2023 10:42 AM",Mona
"I would like to chat with you on this secure, encrypted chatroom, brother: ..chatcrypt.com Can we organise a time to chat?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 13, 2015 7:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:32 PM","September 12, 2023 10:42 AM",Mona
"Brother, where are you? You have not been on Surespot in a week. Is your Surespot working?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 23, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:32 PM","September 12, 2023 10:42 AM",Mona
"Brother, it has been three weeks since I have heard from you. Where are you?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"August 12, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:32 PM","September 12, 2023 6:27 PM",Mona
"Brother, it has again been a week since l've heard from you. I get very worried when I don't hear from you, akhi. Please get on Surespot.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"August 1, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:32 PM","September 12, 2023 6:28 PM",Mona
"Brother, if your Surespot is not working, then we need to go back to talking to each other on here.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"August 15, 2015",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:33 PM","September 12, 2023 10:42 AM",Mona
Akhi. please download kik and add me on there. l'm AusWitness.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"August 18, 2015",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:33 PM","September 12, 2023 10:42 AM",Mona
Discussion SURESPOT,Event,HEURES AUSTRALIENNES,,,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 10:42 AM","September 12, 2023 11:08 AM",Mona
"hello brother, just testing if you can get my messages? moe",AFP Federal Agent as mohamadmo7,,"July 6, 2015 7:00 PM",,SURESPOT,,Mona,"September 12, 2023 10:42 AM","September 13, 2023 10:49 AM",Mona
"Hello, brother.
I am so happy to hear that you got the gun. We need to carry out the attack this Saturday at 9:30 AM","AusWitness, GOLD MONA",,"July 7, 2015 5:58 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 10:43 AM","September 13, 2023 12:25 PM",Mona
"hello brother, thank you for coming over to surespot.
i hope you have been well",AFP Federal Agent as mohamadmo7,,"July 7, 2015 11:18 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 10:44 AM","September 13, 2023 12:25 PM",Mona
i have been chatting with another melbourne brother on here about coordinating something together. i want to attack with another person with me- so we can maximise this and kill more kuffar,AFP Federal Agent as mohamadmo7,,"July 7, 2015 11:20 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 10:44 AM","September 13, 2023 12:25 PM",Mona
i will let you know more about the planning with my melbourne brother when i have more details,AFP Federal Agent as mohamadmo7,,"July 7, 2015 11:22 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 10:45 AM","September 13, 2023 12:25 PM",Mona
getting the gun is one step closer to fulfiIling this attack in the name of allah (swt) • things are looking good,AFP Federal Agent as mohamadmo7,Ouvrir l’onglet pour accéder à la pièce jointe (photo du GUN),"July 7, 2015 11:23 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 10:46 AM","September 13, 2023 12:25 PM",Mona
"I am glad to hear, brother. Does the Melbourne brother already have a gun? I would like to carry out the attacks this Saturday, akhi",AusWitness,,"July 7, 2015 12:13 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 10:50 AM","September 13, 2023 12:25 PM",Mona
